"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","iteration","cv_fold"
0.25655961,0.0073989721,-0.041992113,-0.027952659,-0.062048367,112,4
0.20379356,-0.045306804,-0.086808361,-0.038893526,-0.05921375,113,4
0.27965772,-0.019026828,-0.040699067,0.016529326,-0.087766652,114,4
0.20835473,-0.012964611,-0.044775983,-0.029061492,-0.051525803,115,4
0.23923937,-0.055626752,-0.059265911,-0.034250711,-0.070054396,116,4
0.26774292,-0.049576779,-0.065295549,-0.0067868698,-0.053700541,117,4
0.16742134,-0.013970172,-0.013017433,0.016593582,-0.067243088,118,4
0.19797682,-0.039448807,-0.091330257,0.050164197,-0.034492513,119,4
0.23473838,-0.049948977,-0.10801746,0.046100761,-0.026002431,120,4
0.21754158,-0.053287724,-0.080879537,-0.046613804,-0.0589219,121,4
0.26780421,-0.029258728,-0.0035301546,0.014898292,-0.11682064,122,4
0.25137274,-0.04172929,-0.026398116,-0.00015247217,-0.063073229,123,4
0.28341245,-0.042065785,-0.02928225,0.023562783,-0.070973587,124,4
0.25489318,-0.029782282,-0.051953493,-0.042149772,-0.10730388,125,4
0.23741961,-0.033637717,-0.081332158,0.021766958,-0.10067815,126,4
0.18065011,-0.044132948,-0.067842942,-0.057533271,-0.02337538,127,4
0.24402954,-0.039715618,0.0019266372,-0.064526422,-0.082086738,128,4
0.16803905,-0.018444136,-0.10782092,0.03676868,-0.043764206,129,4
0.24837458,-0.041438137,-0.04736105,-0.098389986,-0.073466205,130,4
0.21218473,-0.026684067,-0.092068247,-0.047836209,-0.052309116,131,4
0.25103639,-0.027094813,-0.044824089,0.013976143,-0.13737068,132,4
0.21080218,-0.036981265,-0.068925845,-0.034017161,0.019610171,133,4
0.2269016,-0.048957113,-0.058107057,0.026105771,-0.040089667,134,4
0.19149016,-0.027139891,-0.024942813,-0.066635462,-0.076278455,135,4
0.2654669,-0.040791589,-0.078492903,0.0057868018,-0.053908794,136,4
0.18062076,-0.027963149,-0.040629645,-0.0045710088,-0.10330852,137,4
0.1775746,-0.050786714,-0.02557208,0.0008786243,-0.10160651,138,4
0.25241901,-0.061244181,-0.043046281,-0.035798958,-0.11635656,139,4
0.23208384,-0.031054769,-0.01609113,0.010226293,-0.0270271,140,4
0.20086331,-0.06539653,-0.076621798,-0.0084495655,-0.088188069,141,4
0.24290283,-0.024295501,-0.056210496,0.0002532576,-0.048988995,142,4
0.20382482,-0.074060959,-0.10837707,-0.057152675,0.03732717,143,4
0.30673464,-0.054072785,-0.024856097,-0.06027594,-0.14914679,144,4
0.22537295,-0.0035814831,-0.0016556432,0.045778963,-0.061841538,145,4
0.22167378,-0.048708565,-0.056059059,0.027438265,-0.056539499,146,4
0.22610057,-0.023299787,-0.051537138,-0.030952621,-0.091713589,147,4
0.24628247,-0.052060033,-0.045446631,-0.021617107,-0.084621269,148,4
0.25419797,-0.054044939,-0.065973755,-0.043131632,-0.064513535,149,4
0.25198824,0.013234813,-0.050329949,-0.011077321,-0.03811317,150,4
0.24369392,-0.066817468,0.015639247,-0.0083993953,-0.015650379,151,4
0.20493927,-0.012161824,0.014231298,0.019333219,-0.030657053,152,4
0.17492133,-0.017417486,-0.033949719,-0.0090987884,-0.068580802,153,4
0.20633371,-0.04158162,-0.068639445,-0.037447512,-0.053321363,154,4
0.23833647,-0.027646983,-0.053524038,-0.020179742,-0.029423404,155,4
0.18364305,-0.045062851,-0.057227626,-0.00086409391,-0.045643099,156,4
0.20076284,-0.013372531,-0.059773645,-0.010088681,-0.067336669,157,4
0.24425361,-0.047635381,-0.047937847,-0.0089963605,-0.073834716,158,4
0.20907856,-0.057541565,-0.067298176,0.015217702,-0.065518453,159,4
0.18663155,-0.034090028,-0.10675256,0.024080646,-0.11325147,160,4
0.27125142,-0.031474069,-0.026352323,-0.071783822,0.0085277039,161,4
0.27383859,-0.031335679,-0.031989118,-0.07822386,0.013055117,162,4
0.20183399,-0.028620561,-0.03648396,-0.048991942,0.010700552,163,4
0.26541887,-0.00048151103,-0.0014328083,-0.033051632,0.048911715,164,4
0.26331155,-0.0013637639,-0.0099932572,-0.02642083,0.031497168,165,4
0.19993712,-0.03649664,-0.091214196,-0.017678534,-0.12864365,166,4
0.28246187,-0.068932728,0.015325122,-0.0093567308,-0.048418242,167,4
0.21225722,-0.015232863,-0.066793123,-0.066178463,-0.082363853,168,4
0.27271151,-0.043710274,-0.027670498,0.014900321,-0.07492536,169,4
0.19375686,-0.050071641,-0.10349756,0.0087636998,-0.11409175,170,4
0.2705089,-0.024954984,-0.073848395,0.081396451,-0.05348243,171,4
0.18053462,-0.012853896,-0.066838929,-0.0031022567,-0.029610941,172,4
0.26867315,-0.052296701,-0.064425949,0.046529298,-0.11619701,173,4
0.29426456,-0.038746061,-0.067682521,0.038075315,-0.11441682,174,4
0.15911454,-0.033375607,-0.039589188,-0.04553342,-0.029973263,175,4
0.25550831,-0.031104546,-0.067305692,0.023540707,-0.10463551,176,4
0.19740213,-0.026527382,-0.10874213,-0.00058183985,-0.092736266,177,4
0.25083643,-0.042816001,-0.06786206,-0.0051310854,-0.028318472,178,4
0.25395713,-0.04258267,-0.077080263,-0.037922398,0.0058194076,179,4
0.18836506,-0.0218313,-0.030261598,0.022467416,-0.10181203,180,4
0.19931169,-0.018658623,-0.097830879,-0.072737682,-0.022697247,181,4
0.21261662,-0.0438154,-0.034027611,0.012622284,-0.074973804,182,4
0.23085388,-0.0054159777,-0.081252873,-0.092260009,-0.046120653,183,4
0.21306025,-0.053847659,-0.045164071,0.033074355,-0.092237829,184,4
0.22841247,-0.021983799,-0.079067019,-0.057437273,-0.065508461,185,4
0.24195693,-0.040516667,0.0058752942,0.020408859,-0.08554933,186,4
0.21302815,-0.026843386,-0.07614477,0.0337092,-0.10508331,187,4
0.21519977,-0.070424686,-0.040882187,-0.050339708,-0.048559407,188,4
0.21792017,-0.0031278502,-0.089585442,0.0030363871,-0.12135504,189,4
0.22736894,-0.057088544,-0.06583413,-0.029008164,-0.096701723,190,4
0.24535939,-0.062029089,-0.069133683,0.0022985205,-0.057527802,191,4
0.21948851,-0.001391656,-0.055067425,-0.046658835,-0.061310336,192,4
0.20420483,-0.0038861331,-0.090140264,-0.019193421,-0.035490585,193,4
0.2254081,-0.006840885,-0.09845851,0.032983622,-0.013227556,194,4
0.20441823,-0.048051769,-0.0010283561,-0.082335744,-0.079078467,195,4
0.17768095,-0.038784658,-0.018968934,0.037859908,-0.081186753,196,4
0.25080104,-0.04373232,-0.071189063,-0.029208649,-0.11933073,197,4
0.21335618,-0.011751761,-0.076402504,0.062026499,0.014035223,198,4
0.18175283,-0.025482433,-0.05732736,-0.01504285,0.006888663,199,4
0.20702724,-0.059028645,-0.074487391,-0.043420301,-0.091493749,200,4
0.18185589,-0.05550309,-0.085138831,0.058603026,-0.05904756,201,4
0.21084068,-0.058651502,-0.10657971,0.060792348,-0.067885527,202,4
0.23867667,-0.010135898,-0.042889717,-0.068825158,-0.058341644,203,4
0.2472449,-0.037115351,-0.073001698,-0.11250315,-0.10749427,204,4
0.18707944,-0.034633516,-0.024742046,0.096183969,-0.0019220086,205,4
0.18651489,-0.050338755,-0.038994256,0.060252646,0.038168608,206,4
0.19094272,-0.062832578,-0.065946283,0.0039938048,-0.0085925164,207,4
0.23404707,-0.010025403,-0.030402659,0.033540792,-0.042525176,208,4
0.2464511,-0.023099475,-0.038063979,0.075365967,-0.07743508,209,4
0.12502155,-0.037273094,-0.072935102,-0.076157953,-0.12347048,210,4
0.12649713,-0.038918541,-0.016726552,-0.056755913,-0.18094889,211,4
0.10628066,-0.034615896,-0.056286432,-0.075997927,-0.16466023,212,4
0.15381104,-0.07088266,-0.039047844,-0.075234298,-0.17476312,213,4
0.20039009,0.0028133795,-0.087392282,0.012902603,-0.09052685,214,4
0.17296864,0.018310183,-0.12208588,-0.043101818,-0.085010652,215,4
0.27130976,-0.020184998,-0.040189942,0.11406383,-0.078674662,216,4
0.13063322,-0.010259741,-0.13060467,-0.090440933,-0.066838683,217,4
0.28881558,-0.051842549,0.0196444,0.073818922,-0.082431746,218,4
0.14535884,-0.01484384,-0.14221418,-0.074179825,-0.054506878,219,4
0.2635492,-0.049451383,0.0030654032,-0.0081496995,-0.059030834,220,4
0.23665161,-0.040858199,-0.064481322,0.041383638,-0.088130115,221,4
0.18435619,-0.028181867,-0.035967484,0.06122054,-0.073326224,222,4
0.22420528,-0.020193009,-0.04873472,0.043291886,-0.093542238,223,4
0.16116496,-0.024899978,-0.068276243,-0.053209114,-0.06333232,224,4
0.182437,-0.034215655,-0.100228,-0.11039316,0.0086684157,225,4
0.18615601,-0.025570657,-0.039262991,-0.00094495923,-0.037034628,226,4
0.13679199,-0.049980915,-0.066587993,0.020195956,-0.053446727,227,4
0.25934437,-0.049508672,-0.049419341,0.021716993,-0.06996132,228,4
0.15306202,-0.015064631,-0.096542598,-0.049842117,-0.05760225,229,4
0.22397062,-0.026090718,-0.098353932,-0.062122834,-0.095521606,230,4
0.22072081,-0.034495396,-0.091378604,-0.095753041,-0.073937658,231,4
0.22007127,-0.036551405,-0.074082437,-0.037925197,-0.063845444,232,4
0.20158135,-0.061102817,-0.075921651,0.0023146897,-0.051472476,233,4
0.21172728,-0.036054522,-0.08855373,-0.015930432,-0.07724514,234,4
0.2109487,-0.042381889,-0.094186477,-0.048283934,-0.054157878,235,4
0.24917878,-0.023485121,-0.080892421,-0.052088064,-0.038395287,236,4
0.24408851,-0.026993161,-0.082902395,-0.048218876,-0.037449661,237,4
0.25308136,-0.016300127,-0.079615955,-0.016155483,-0.023515324,238,4
0.17054911,-0.037127293,-0.06987762,-0.044592949,-0.08291726,239,4
0.22036024,-0.037645639,-0.081959796,0.006268533,-0.044822604,240,4
0.23682843,-0.018668027,-0.036604744,-0.025660763,-0.080917063,241,4
0.25860301,-0.0074633952,0.0028335551,0.042176509,-0.109098,242,4
0.23719894,-0.022360415,-0.11579525,0.0018463504,-0.035200766,243,4
0.19255312,-0.043871788,-0.094523374,-0.0997209,-0.10197633,244,4
0.22617423,-0.017311019,-0.091361531,-0.054715569,-0.0092388661,245,4
0.2049442,-0.037709125,-0.054815371,-0.019457808,-0.11592779,246,4
0.18053019,-0.044817487,-0.06720126,0.0085368505,-0.097699742,247,4
0.17882204,-0.036655139,-0.099392577,-0.038161816,-0.030063959,248,4
0.09337061,-0.035178643,-0.12199066,-0.049413823,-0.003439899,249,4
0.13795989,-0.053905009,-0.059702885,-0.019030367,-0.024073361,250,4
0.057354256,-0.053165777,-0.090027875,0.05591157,-0.03114875,251,4
0.12256856,-0.04158799,-0.10210125,0.026840806,-0.037932278,252,4
0.11973788,-0.034380812,-0.074246462,0.049481587,-0.027252401,253,4
0.1447668,-0.031884836,-0.047456312,0.017468867,0.017823316,254,4
0.16483677,-0.055784064,-0.05064405,-0.05151585,-0.11078098,255,4
0.29311107,-0.012726804,-0.069733756,-0.014738265,-0.054345235,256,4
0.27464104,-0.081952387,-0.046291007,-0.052455956,-0.1062273,257,4
0.20867997,-0.058671758,-0.00066962033,0.0062037854,-0.065555827,258,4
0.20144967,-0.045638488,-0.0050145812,0.0082112037,-0.054566069,259,4
0.23354804,-0.028786715,-0.10412596,-0.03232187,-0.12716768,260,4
0.19745235,-0.043158811,-0.10646996,0.012172594,-0.049736132,261,4
0.23413244,-0.057797354,-0.030186951,0.03395481,-0.014352617,262,4
0.30739054,-0.040251647,-0.036701464,-0.026471619,0.009926605,263,4
0.26111658,-0.015370121,-0.14034572,-0.001711041,-0.093148889,264,4
0.2126617,-0.0094070127,-0.11731505,-0.052582571,-0.076420622,265,4
0.21739808,-0.013288024,-0.063875654,0.025440075,0.007534297,266,4
0.20459677,-0.058986682,-0.080032952,-0.018189301,-0.039934039,267,4
0.18710447,-0.060113509,-0.08789195,-0.0089584383,-0.039217741,268,4
0.21746971,-0.020617305,-0.039386876,0.04414191,-0.059027558,269,4
0.23471445,-0.031995032,-0.03952417,0.088621135,-0.059146674,270,4
0.31618763,-0.033374723,-0.035039512,0.015880344,-0.067043801,271,4
0.28857383,-0.052043154,-0.017336735,0.033601713,-0.067936288,272,4
0.18203471,-0.025279026,-0.085366408,-0.028041112,-0.077345534,273,4
0.2506638,-0.043180932,-0.045949603,-0.00026564348,-0.055401602,274,4
0.22675998,-0.027829295,-0.05854727,0.011736765,-0.062304831,275,4
0.31760365,-0.050711857,-0.0091863591,-0.042241545,-0.04722236,276,4
0.18076326,-0.043186258,-0.030068348,-0.0057738587,-0.091515979,277,4
0.25757697,-0.048489842,-0.080379493,0.049429217,-0.083073193,278,4
0.21748558,-0.018359378,-0.076470499,0.014316586,-0.03682712,279,4
0.21794115,-0.028934241,-0.068553801,-0.047344071,-0.10482514,280,4
0.26290533,-0.04182878,-0.031922344,0.035746224,-0.032945825,281,4
0.18100235,-0.036185271,-0.07147721,-0.065030102,-0.10903389,282,4
0.19987856,-0.047640153,-0.039920935,0.045621741,-0.084614439,283,4
0.23217643,-0.029302988,-0.063030771,-0.0059726967,-0.018604669,284,4
0.18313651,-0.03112558,-0.066045349,0.023882903,-0.096165566,285,4
0.2267703,-0.018873108,-0.074160647,-0.07027698,-0.050103332,286,4
0.2572487,-0.033917001,-0.051525454,-0.048105405,-0.077734266,287,4
0.2668102,-0.038616133,-0.044945031,-0.024569723,-0.082379091,288,4
0.18202143,-0.026430175,-0.087453265,-0.01230484,-0.053617551,289,4
0.1704056,-0.06045747,-0.11000782,-0.0046936458,-0.052713661,290,4
0.17901471,-0.054493067,-0.071710046,-0.022222507,-0.070897836,291,4
0.21584432,-0.02495989,-0.086612974,-0.026889379,-0.036948777,292,4
0.19949634,-0.039576545,-0.056725231,0.0099341972,-0.073861433,293,4
0.21875298,-0.050417545,-0.040478248,-0.018246219,-0.097968695,294,4
0.2259407,0.0022033459,-0.039567635,-0.098007178,-0.07538984,295,4
0.25039481,-0.067214001,-0.076363379,0.058918921,-0.057477066,296,4
0.22070373,-0.061381651,-0.033953873,0.015196642,-0.10402342,297,4
0.29453284,-0.04043359,0.036968112,-0.012537637,-0.12905736,298,4
0.34155662,-0.031173438,0.010816977,0.017131484,-0.11729303,299,4
0.16551403,-0.054626638,-0.089028892,-0.064768214,-0.050631247,300,4
0.1790837,-0.01023529,-0.0054533579,0.015570857,-0.12147139,301,4
0.22720972,-0.037256754,-0.10011733,-0.044368027,-0.02361771,302,4
0.15860397,-0.042085482,-0.040139878,-0.027176349,-0.065835059,303,4
0.16956771,-0.04152312,-0.049700149,-0.031422437,-0.075029703,304,4
0.16945132,-0.03314499,-0.041822453,-0.048408864,-0.090431272,305,4
0.3340553,-0.024723287,-0.076214918,0.052234738,-0.030457412,306,4
0.28377527,-0.0058115594,-0.10038219,0.048492893,-0.042782967,307,4
0.28489309,-0.0024722575,-0.087986868,0.052188756,-0.067065047,308,4
0.25828404,-0.059979385,0.0022227053,-0.033386726,-0.044190211,309,4
0.30207379,-0.054039726,-0.051739197,-0.064779128,-0.13610703,310,4
0.26903346,-0.049951718,-0.017492078,-0.010476883,-0.10033577,311,4
0.18219981,-0.021800267,-0.081441772,-0.045431574,-0.043214692,312,4
0.23326655,-0.018529881,-0.057265828,-0.025187806,-0.12054241,313,4
0.23379361,-0.013207066,-0.051082684,-0.023013487,-0.10655923,314,4
0.31768566,-0.058753496,-0.016386979,-0.014261382,-0.094252109,315,4
0.22430706,-0.016772877,-0.059487033,-0.014185353,-0.05040941,316,4
0.24589885,-0.018755876,-0.083485769,-0.012879036,-0.061095295,317,4
0.23506408,-0.042790534,-0.012950374,0.032089638,-0.10594873,318,4
0.13812461,-0.014830115,-0.11697306,-0.036493521,-0.049920559,319,4
0.12685562,-0.0041666752,-0.10866732,-0.026898933,0.0053835504,320,4
0.22062312,-0.046240064,-0.050013501,-0.060226492,-0.062226425,321,4
0.20940351,-0.022780455,-0.06327535,0.051253233,-0.080820955,322,4
0.32508891,-0.063825649,0.01496506,0.0357702,-0.10516308,323,4
0.22738215,-0.034838477,-0.03312532,0.031305695,-0.11242373,324,4
0.25013472,0.012579931,-0.0657619,-0.092530851,-0.11236423,325,4
0.26583419,-0.015171103,-0.030870926,-0.058455367,-0.071034759,326,4
0.25031656,-0.079547265,-0.071812113,0.025888608,-0.060785931,327,4
0.27998426,-0.021528906,-0.022858594,-0.0058363845,-0.0064002715,328,4
0.23744623,-0.033247485,-0.06730235,-0.031653373,-0.10978836,329,4
0.17968383,-0.026657432,-0.046203978,-0.0035915341,-0.0065545392,330,4
0.25911807,-0.041234704,-0.056243061,-0.030290124,-0.095675623,331,4
0.11279715,-0.024148968,-0.074493636,-0.0045760225,0.072494628,332,4
0.12205687,-0.043809539,-0.063703278,-0.0014062457,0.062544038,333,4
0.13893031,-0.039723497,-0.10064534,0.03282902,0.031309885,334,4
0.13722813,-0.042832462,-0.039690288,-0.0060795682,-0.03740017,335,4
0.24830641,-0.015809088,-0.086359482,-0.01074397,-0.11930658,336,4
0.22576031,-0.052651843,-0.0430027,-0.03723448,-0.017576845,337,4
0.18035633,0.010948188,-0.060761487,-0.0094265855,-0.075324851,338,4
0.29413616,-0.093826068,-0.037940394,-0.050392414,-0.078786353,339,4
0.27942304,0.0042035217,-0.035920815,-0.012785271,0.015840722,340,4
0.26007399,-0.02782438,-0.05071448,-0.035133907,-0.018639936,341,4
0.19585936,-0.044952549,-0.085229991,0.04969234,-0.022133496,342,4
0.26846175,-0.041371243,-0.016346766,-0.093508335,-0.084460478,343,4
0.29217727,-0.037095791,0.0032878083,-0.10764569,-0.071774077,344,4
0.27169328,-0.037458673,0.0023425022,-0.099682949,-0.072974725,345,4
0.27448163,-0.028081293,-0.024407531,-0.1257638,-0.062198186,346,4
0.18866321,-0.031303507,-0.098741291,0.016539809,-0.021770936,347,4
0.20237439,-0.04604677,-0.0329438,0.016989855,-0.11136502,348,4
0.37225996,-0.010761828,-0.078162929,-0.039888382,-0.056073236,349,4
0.25947806,-0.037074282,-0.054633934,0.020699672,-0.079465173,350,4
0.32510732,-0.023221402,0.010825208,0.045953664,-0.054812004,351,4
0.14113866,-0.036708457,-0.12626643,-0.02227938,-0.073442736,352,4
0.27834081,-0.028643572,-0.055434389,0.0021488987,0.0089049829,353,4
0.28435948,-0.038094421,-0.044798105,-0.00060717309,0.0063279342,354,4
0.21662202,-0.031691222,-0.050454602,-0.023169178,-0.059522298,355,4
0.22321797,-0.056924075,-0.082130316,0.0011299917,-0.10299703,356,4
0.21314178,-0.034140787,-0.029079261,0.014654922,-0.022347663,357,4
0.20299543,-0.05493552,-0.084755714,-0.022978977,-0.12529362,358,4
0.29970295,-0.029221194,-0.0974217,-0.00033106684,-0.098236332,359,4
0.22362171,-0.026012114,-0.11295683,-0.010779863,-0.018957021,360,4
0.18347444,-0.087021386,-0.075809373,-0.012075215,-0.02482497,361,4
0.21015671,-0.04426099,0.0067451061,0.07131743,-0.033418821,362,4
0.21457717,-0.032018965,-0.019337302,0.074850559,-0.061416248,363,4
0.26174446,-0.040007911,-0.08247366,0.003983351,-0.034265414,364,4
0.15655137,-0.049346408,-0.038873872,-0.010723086,-0.064784928,365,4
0.26728498,-0.018976238,-0.051626141,-0.058203415,-0.098557746,366,4
0.1674639,-0.040874285,-0.054150662,-0.0131735,-0.097917963,367,4
0.26620936,-0.021665271,0.028518294,0.0072619949,-0.10697624,368,4
