"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","iteration","cv_fold"
0.067616813,-0.002160804,-0.040744762,-0.028475531,-0.032956186,0.0032475124,0.060630955,88,3
-0.10449685,-0.0079250585,-0.038184769,-0.028493387,-0.038382939,-0.02692673,0.0038273958,89,3
0.12102789,-0.039397633,-0.028550643,-0.00031642879,-0.079778948,-0.05191252,0.052397185,90,3
0.087716659,-0.056280857,-0.029103734,-0.05404556,-0.059658855,-0.0044017106,-0.042352346,91,3
0.042310414,-0.021672997,-0.069923078,0.024591502,-0.014262217,-0.054195769,0.041781199,92,3
0.09699945,-0.034933955,-0.058567095,-0.049975917,-0.033297101,-0.023719335,0.011534706,93,3
0.048875098,-0.017783142,-0.046395804,-0.0041740852,-0.02341778,-0.042624901,0.056289368,94,3
-0.047227524,-0.0029519047,-0.015280387,-0.0068656679,-0.030680046,-0.0046615044,0.04163607,95,3
0.0143887,-0.025364691,-0.021543154,-0.0099057947,0.010569239,-0.034191458,-0.007662956,96,3
0.021627007,-0.02332997,-0.037109467,0.015221486,0.00052370858,-0.015930836,0.035832533,97,3
0.01085089,-0.0051276775,-0.031797961,-0.036496936,-0.022492986,-0.014418669,-0.014869012,98,3
0.032570262,-0.056639654,-0.031764386,0.01310651,-0.0063318558,-0.038152125,0.011098272,99,3
0.12521394,-0.026657226,-0.041254248,-0.020624334,-0.027187722,-0.022610907,-0.023829149,100,3
0.012257002,-0.03563021,-0.029380609,-0.037895924,-0.014340317,-0.04479176,0.029627014,101,3
0.099469609,-0.023015661,-0.058798692,-0.010352866,0.034293507,-0.018857923,-0.014959671,102,3
0.042219719,-0.036137132,-0.046514419,-0.043007319,-0.033271893,-0.054952456,0.061260404,103,3
0.098090134,-0.029750562,-0.046429449,-0.052985694,-0.011615172,-0.071672248,0.070871148,104,3
0.063146919,-0.040467563,-0.077596267,0.016821864,-0.036933449,0.0087864291,0.04053838,105,3
0.20312913,-0.079897464,-0.073779765,-0.014087215,-0.019263662,-0.058918143,-0.050490318,106,3
0.21701891,-0.061475387,-0.074318854,-0.019578422,-0.025606619,-0.055519101,-0.041572905,107,3
0.17395261,-0.018278345,-0.020497545,0.0020789266,0.023371662,-0.032243316,-0.038013804,108,3
0.11802815,-0.04546656,-0.030437603,-0.063117672,-0.04626281,-0.035442037,0.11109235,109,3
0.081686322,-0.026233601,-0.076089802,0.00045015932,-0.018056087,-0.057305889,-0.054006564,110,3
0.036910353,-0.030572892,-0.029826561,-0.034368647,-0.026396536,-0.037703934,0.098186556,111,3
0.085295241,-0.032862718,-0.056227017,-0.0084694996,-0.039987452,-0.030600296,-0.063951061,112,3
0.033268238,-0.030752972,-0.032217039,-0.026150142,0.0058524252,-0.032444364,0.078920873,113,3
0.023020222,-0.020489829,-0.038870995,0.028808873,0.00038494589,-0.009739717,-0.023778698,114,3
0.094580375,-0.01359415,-0.015695713,0.017573478,-0.012477014,-0.022169425,0.0020147048,115,3
-0.0083770277,-0.018951698,-0.028875188,-0.065866694,0.0098195564,-0.035808124,0.0067164466,116,3
0.058414961,-0.051731053,-0.043461714,0.012849576,-0.036944112,-0.0014892574,0.090474526,117,3
0.13355091,-0.068976783,-0.036031053,-0.023001973,-0.055153493,-0.034165251,0.067354568,118,3
0.017240648,0.0020101153,-0.028129306,-0.014938401,-0.023372593,-0.025240599,-0.0038397707,119,3
-0.0012674972,-8.0782265e-06,0.00081005794,-0.030268433,-0.027116913,-0.021574675,-0.067227901,120,3
0.030570179,0.0090351034,0.027530334,-0.010047031,-0.0062479893,-0.021006757,-0.00058007546,121,3
-0.014249646,-0.079032943,-0.065083222,-0.0021048468,0.012529315,-0.027778043,0.021727514,122,3
0.11547546,0.012013996,-0.062029753,0.010533551,-0.065880764,-0.039272634,0.037146986,123,3
0.023440197,-0.069876201,-0.0034879793,-0.040210055,-0.011025182,-0.01143047,0.033503004,124,3
0.038961229,-0.028572874,-0.002108582,0.048039783,-0.0095221202,-0.021095412,0.0011240103,125,3
0.070824605,-0.046763289,0.019252166,0.015934718,0.008092071,-0.022147634,0.023150505,126,3
0.015778816,-0.039529478,0.0029848458,0.0045493859,0.0021848877,-0.036362658,0.032174327,127,3
0.012297289,-0.032797763,-0.025047575,-0.010544574,0.00057716992,-0.05334279,0.014798378,128,3
0.020071329,-0.028219664,-0.035365247,-0.008356369,0.021314116,-0.044997389,0.02173032,129,3
0.031785054,-0.045477977,-0.032396723,-0.012729077,-0.022241353,-0.010119476,0.067725055,130,3
0.0346308,-0.038232435,-0.007673609,-0.003214998,0.023936043,-0.026553549,-0.017258196,131,3
0.049931887,-0.023251168,-0.087134105,-0.059441298,-0.031559743,-0.049713107,0.094662493,132,3
0.022438772,-0.040286417,0.00066584947,-0.037166893,-0.025424318,-0.020039644,-0.028842156,133,3
0.042936359,-0.031813253,-0.028143224,0.0018402445,0.028426125,-0.037240223,0.031346037,134,3
0.0054878636,-0.030760179,-0.028087382,-0.011234488,0.042929741,-0.027473551,0.024418237,135,3
0.034987748,-0.0025925217,-0.04340573,-0.018581431,-0.032922084,-0.016331777,-0.0059073241,136,3
0.017237778,-0.059920695,-0.011933313,-0.025726646,0.0039671906,-0.030432779,-0.04146317,137,3
0.071917672,-0.019849919,-0.033138984,-0.037182195,-0.028807507,-0.041991923,0.048185316,138,3
0.075245168,-0.049319301,0.0076136377,-0.0021453818,-0.055662571,-0.00046205756,0.033483436,139,3
0.037065294,-0.027324717,-0.07839834,-0.0040547615,-0.0086693172,-0.048191933,0.069382292,140,3
0.082901611,-0.069155322,-0.060437845,0.012818784,0.017916233,-0.043702603,0.028023121,141,3
-0.017000926,0.0027793233,-0.0083943521,-0.05891462,0.00080490833,-0.022852604,0.050720747,142,3
0.08313078,-0.065749992,-0.050843906,0.018677726,-0.032627509,-0.036684308,0.06708818,143,3
-0.036380214,-0.045514651,-0.063499174,-0.020207329,-0.018924128,-0.040710812,0.080542516,144,3
0.025398159,-0.01726516,-0.061208236,0.043105219,-0.033581826,-0.043709752,0.086409928,145,3
0.074010778,-0.034917039,-0.04692097,-0.023451751,-0.083285701,-0.018669805,0.02622087,146,3
0.047801124,-0.029699114,-0.046238422,-0.0005096735,0.021840053,-0.035170938,0.040335025,147,3
0.010848488,-0.0048011845,-0.05563575,0.028974712,-0.025709694,-0.00089625136,0.018059242,148,3
0.01301522,-0.025033731,0.0089461358,-0.0063768375,0.0026846758,-0.012709468,-0.0045646985,149,3
0.0062023888,-0.0017903676,-0.014845854,0.0083839531,-0.0047957206,-0.0023738799,-0.0075647446,150,3
0.0088614381,-0.0199181,0.0026487711,-0.016583642,0.0036704391,-0.017356157,0.0038112747,151,3
-0.0015760574,-0.0062495329,-0.0071150197,0.0078227452,0.0032646656,-0.0092848905,-0.0015973315,152,3
-0.0014569089,-0.0061360933,0.0065908788,-0.0060510195,-0.0027472377,-0.002366973,0.0014047747,153,3
0.0030595738,0.0013345691,-0.0083533223,0.010573096,-0.0085620234,-0.001605792,-2.0026376e-05,154,3
0.0031403215,-0.0081867595,5.5403974e-05,-0.0059903368,0.0028102971,-0.0087877267,0.00041802156,155,3
0.0010513637,0.0029308294,-0.00033167963,-0.00076452047,0.0023945739,2.6022623e-05,0.00024287532,156,3
-0.00032925548,-0.0021421437,0.00071034438,0.0010591952,-0.002250984,0.00061129364,-0.0011607714,157,3
0.00020763282,0.00090608595,-0.00059847389,0.00080702304,-0.00176855,-0.0019523763,0.00043421816,158,3
0.003924853,0.0006651572,-0.0011184643,-0.001872828,0.0027605818,0.00052948339,-9.0520031e-05,159,3
-0.00030816365,-0.0012891792,-0.0029554722,0.0016127389,-0.0024610614,0.0037580513,0.0044514762,160,3
-0.00071541715,-0.00018789431,0.0022065699,0.0010281491,-7.0124437e-05,-0.0028529106,-0.003060315,161,3
-0.0017184478,-0.0023315992,0.0016327259,-0.00078764306,0.00065917018,-0.0021740427,0.0046629582,162,3
-0.0026125642,-0.0029102462,-0.0037475242,-0.0065912322,-0.0020804705,-0.0029693823,0.0032379506,163,3
0.013505095,-0.013581556,0.00046977111,0.0086453961,-0.0019547031,-0.014581425,0.0062828384,164,3
-0.0081755739,-0.020108855,-0.0024795681,-0.002352337,-0.0027178957,-0.019603129,0.012461315,165,3
0.014799236,0.0039910743,-0.012591555,-0.0023828755,-0.00049851489,-0.028178105,0.0060997741,166,3
0.0025203946,-0.022635844,-0.0098976986,-0.0099575186,-0.0013710505,0.0038036558,-0.0061078325,167,3
0.0022370959,0.0092612777,0.0058657412,0.011628857,-0.00065887935,-0.0052603579,-0.0017242375,168,3
0.0027328828,-0.02194606,0.011061193,0.0018799359,-0.013681625,-0.0083604181,0.0082571291,169,3
0.041558726,-0.02418337,-0.044130256,-0.010041702,-0.0092156431,-0.0050728991,0.02105834,170,3
-0.032870686,-0.026132747,0.011718753,0.0029611212,-0.042874745,-0.03483891,-0.030039093,171,3
0.0348696,-0.013148474,-0.043185326,-0.014700208,0.019265179,-0.012544827,-0.029860111,172,3
0.0059934506,-0.01793934,-0.011930013,-0.0091496029,-0.0066286527,-0.032721182,0.039355076,173,3
0.012941495,-0.055472349,-0.022599397,-0.0085578919,-0.019749273,-0.016233271,-0.02971091,174,3
0.010155066,-0.04261221,-0.017543731,0.0073149631,-0.0028224886,-0.0070421069,0.015208379,175,3
0.012226299,-0.010196415,-0.018622827,-0.014336994,-0.037451621,-0.036692947,0.0060340985,176,3
0.015431933,-0.010372306,-0.015530155,0.031073221,-0.01886066,-0.048007045,0.025476842,177,3
0.022639029,-0.011828815,-0.018293179,0.014371445,-0.0040498669,-0.022117496,0.032481937,178,3
0.018891405,-0.044849852,-0.042622376,-0.017830812,0.00092135762,-0.039157761,0.016703093,179,3
0.08107401,-0.022908918,-0.024701442,-1.3663007e-05,0.056462014,-0.021179547,0.059204677,180,3
0.083488985,-0.043717459,-0.077512774,-0.041562566,-0.073541027,-0.029585507,0.052109427,181,3
0.035894626,-0.028494348,-0.084584,-0.0232768,-0.042507565,-0.036180481,0.010478347,182,3
0.0061952781,-0.013744882,-0.051838251,-0.027220227,-0.021095659,-0.010911082,0.085810814,183,3
0.11364135,-0.027603618,-0.077861211,-0.040503596,0.030726845,-0.04752856,0.01424216,184,3
0.10449626,-0.028579749,-0.087276635,-0.018796932,0.041456358,-0.044555825,0.023373394,185,3
0.13175891,-0.025185187,0.0076106901,-0.11291174,0.051369132,-0.04870053,0.018575581,186,3
0.10579273,-0.010994082,-0.062764889,-0.083828199,0.03844253,-0.025714444,-0.059530407,187,3
0.10013884,-0.012521517,-0.058993958,-0.071468768,0.040421476,-0.023978636,-0.054386634,188,3
0.13556043,-0.025737582,-0.051086592,-0.056054733,0.019992267,-0.046724586,0.065399774,189,3
0.041016488,-0.039279954,-0.10369507,0.0011329545,-0.032542809,-0.032821548,-0.072376496,190,3
0.044325516,-0.04213331,-0.025063914,-0.043389554,0.025085371,-0.027761824,0.0093640494,191,3
0.01821576,-0.030937588,-0.081072105,0.00059097833,0.026798114,-0.029145011,-0.0028269999,192,3
0.084947618,-0.029891051,-0.065140961,-0.00017074252,-0.002470657,-0.017268148,0.038352642,193,3
0.06142975,-0.035976367,-0.012217663,-0.036637763,-0.031562717,-0.027553629,0.01453753,194,3
0.0087915472,-0.01085253,-0.043621559,-0.036204876,-0.01754838,-0.0080553045,0.04047692,195,3
-0.034411553,-0.01246599,-0.062393149,-0.044085145,-0.049472167,-0.020115496,-0.007670971,196,3
0.04430431,-0.026913768,-0.065810263,0.037036134,-0.072578026,-0.048357343,0.12963699,197,3
0.10380285,-0.034053901,0.0091432796,0.016573318,-0.0095812338,0.013746031,0.019643694,198,3
0.0026931936,-0.027185332,-0.12562333,-0.089818515,-0.10228345,-0.082986763,0.10375707,199,3
0.0042122724,-0.020479688,-0.13628916,-0.091826978,-0.10347845,-0.086296816,0.12006996,200,3
0.085607955,-0.037677769,-0.014125321,-0.012357806,-0.023409481,-0.0049866306,-0.013589416,201,3
0.03073893,-0.035939314,-0.017202007,-0.0064605928,0.0081147391,-0.024460972,0.019952054,202,3
-0.0061279742,-0.060387387,-0.031814147,-0.013365207,-0.010737035,-0.021555154,0.013457036,203,3
0.011059035,-0.01859135,-0.037768005,-0.010821895,-0.005365353,-0.032714792,-0.0088934437,204,3
0.035532869,-0.029232752,-0.019149263,-0.029186201,-0.026728272,-0.0090579075,0.059970151,205,3
0.055434991,-0.050822848,-0.0027591128,-0.072774714,-0.024099711,-0.027416204,0.04713,206,3
0.071916567,-0.033739611,-0.044011089,-0.078677578,0.016874934,-0.047720864,0.013125681,207,3
0.14662562,-0.038285067,0.014056991,-0.086064016,-0.0306517,-0.064108319,0.010167534,208,3
-0.057897225,-0.017157282,-0.089804211,-0.0035844927,-0.027060588,-0.019386778,0.16257266,209,3
0.065817568,-0.049634981,-0.036271265,0.021076351,-0.081607008,-0.06609418,0.087571716,210,3
0.039671146,-0.028538644,-0.033246656,-0.073786102,-0.068426396,-0.02583303,0.037065984,211,3
0.089212385,0.0057661305,-0.048338858,-0.05564656,-0.066982226,-0.03162093,0.032990459,212,3
0.061948729,-0.02006822,-0.014410647,-0.022570044,-0.044915181,-0.0032220769,0.047116512,213,3
0.020829645,-0.029703375,-0.055435071,-0.045818291,-0.015679952,-0.05841458,0.00064806391,214,3
0.093034659,-0.040578398,-0.045533916,0.010344515,-0.023135146,-0.0046175663,0.045850831,215,3
0.10753238,-0.027171543,-0.057212429,0.0040529248,-0.005293389,-0.025356387,0.04711536,216,3
0.053503432,-0.043635459,0.02638533,-0.0057139841,-0.022967141,-0.0099566848,0.022356247,217,3
0.01624737,-0.0041606387,-0.0078023534,0.0021916819,0.0029639221,-0.026081648,0.0075941873,218,3
0.0024246388,-0.0078801719,-0.026155139,-0.013785015,-0.0076428693,-0.024462761,0.0061930212,219,3
0.021557801,0.004091255,0.0021815356,0.0032126084,-0.0079338787,-0.016149846,-0.0084936985,220,3
-0.020314128,0.00069568733,-0.025604859,-0.014791281,-0.014490425,-0.024762349,-0.0083770639,221,3
0.032882147,-0.029757283,0.0026460849,-0.0053788327,-0.019956782,-0.003824804,0.0033587173,222,3
0.060680024,-0.016315254,-0.027710588,-0.026334675,0.014815,-0.044703856,0.0060339166,223,3
0.014260343,-0.035797697,-0.02992766,-0.012014149,-0.00064305673,-0.017603466,0.011660859,224,3
0.03195521,0.00078573684,-0.057910739,-0.045013705,0.037887123,-0.02961999,0.0056853119,225,3
0.056081221,-0.054329516,-0.040281216,-0.0054658316,-0.030955961,-0.024868933,0.047305095,226,3
0.043681085,-0.051305001,-0.033023618,-0.0013113653,-0.032402145,-0.027827453,0.07258698,227,3
0.02360874,-0.05083236,-0.032774795,-0.0035270822,-0.0266372,-0.028000367,0.053629713,228,3
0.10939752,-0.014137551,-0.0049632426,0.022734905,-0.025084413,-0.035928469,0.014447298,229,3
-0.033514737,-0.048873559,-0.077514721,-0.046562898,0.022013873,-0.025585557,0.015850527,230,3
0.11020917,0.0081535763,-0.024220864,-0.0047024952,-0.046198057,-0.031000377,-0.014924735,231,3
-0.026320281,-0.1001315,-0.059732132,-0.016919127,0.01864351,-0.029454894,0.097905224,232,3
0.11167881,0.020893392,0.00063312346,-0.037910614,-0.081579849,-0.036755819,0.041508979,233,3
0.089939076,0.021748932,-0.033675988,-0.038147189,-0.068337732,-0.050331745,0.030212646,234,3
0.043691108,-0.070244715,-0.075558498,0.019671442,-0.047146287,-0.013534017,0.030694836,235,3
0.035941757,-0.069354205,-0.061017921,0.0075374451,-0.07256227,-0.017808102,0.050976826,236,3
0.0491897,-0.046214082,-0.05314774,0.017759416,-0.049934298,-0.025516886,0.077656834,237,3
0.13101862,-0.0083216209,0.001042762,0.019901219,-0.083324788,-0.02593715,-0.053715021,238,3
0.13673904,-0.056129139,-0.11792448,-0.083910818,0.0027362568,-0.053053101,-0.0073042434,239,3
0.2414034,-0.031853247,-0.054898232,-0.021834758,-0.028191671,-0.023737816,-0.096703088,240,3
0.19431238,-0.042456347,-0.031016931,-0.11644335,-0.093341327,-0.037048602,-0.048265225,241,3
0.16842373,-0.036221166,-0.031810622,-0.048183768,-0.066037119,-0.034579938,0.049432314,242,3
0.13555665,-0.052956265,-0.027416164,0.040946853,0.054804807,-0.021116828,-0.085410343,243,3
0.18731402,-0.013664986,-0.042768927,-0.033065739,-0.057837136,-0.042773744,-0.013534001,244,3
0.1058819,-0.057464557,-0.075493318,-0.034683,-0.04551038,-0.057974329,0.016884124,245,3
0.048340226,-0.015716962,-0.04963801,-0.057274944,-0.03645575,-0.037321518,0.057088847,246,3
0.016008256,-0.036455895,-0.028199348,0.070892278,-0.0078371434,-0.05418393,0.011583291,247,3
0.044688407,-0.034982033,-0.028557846,-0.059158901,0.020123123,0.0058965233,0.014036226,248,3
0.062818796,-0.03537053,-0.0028800285,-0.0033278981,-0.015605007,0.0058665637,0.015608309,249,3
0.071765173,-0.0079419919,-0.093187904,-0.021083125,-0.0032309411,-0.029282086,0.021337255,250,3
0.050830842,-0.037261102,-0.090904579,-0.088219299,-0.059061377,-0.032047048,0.026764491,251,3
0.061588169,-0.03352037,-0.014892751,-0.022867125,-0.0079727534,-0.026069684,0.062671054,252,3
-0.0042244274,-0.011119114,0.011078099,-0.0078958942,0.006267017,-0.0020531627,-0.0082575511,253,3
-0.008479329,0.0053225868,0.010542548,0.00091174789,0.002282215,-0.0035309976,0.005074944,254,3
0.041701549,-0.048139494,-0.011840833,-0.011694323,-0.0055500753,-0.036691954,-0.0013032852,255,3
0.072439444,0.00061648487,0.0064015668,0.00029825515,-0.0080720999,-0.031657504,0.032310985,256,3
-0.028334796,-0.033849525,-0.018279298,0.001968806,-0.032924912,-0.052315117,0.032348294,257,3
0.080781207,-0.029843527,-0.013850132,-0.028655541,-0.0013232931,-0.024317729,-0.005862745,258,3
0.0141086,-0.033079487,-0.026375114,-0.025753238,-0.015402603,-0.02423573,-0.055346931,259,3
0.043936223,-0.034403117,-0.038271586,-0.019465681,-0.017425911,-0.037967481,0.082657818,260,3
0.11166084,-0.033692631,0.013875691,-0.016509834,-0.033147443,-0.013340002,0.054309089,261,3
0.0072235665,-0.058584891,0.032855673,0.0048781507,-0.056141464,-0.0017698061,0.077394782,262,3
0.14347093,-0.033586824,0.0037441548,0.025127918,-0.013552825,-0.013722408,-0.049495565,263,3
-0.015109815,-0.040543263,-0.063771765,-0.032675281,-0.0036360057,-0.035367308,0.083732654,264,3
0.13744495,-0.021958161,-0.048827758,-0.048047879,-0.013101686,-0.036531971,-0.057929926,265,3
0.017676041,-0.027815055,-0.018492902,-0.079905868,-0.042947641,-0.048089437,0.017032557,266,3
0.029577759,-0.023253024,-0.036116248,0.040128977,0.015854266,-0.0034987592,-0.01741771,267,3
